"HDIM","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaizeHeight","PitFallSlice","Whereabouts"
5037,"Kaiholena-Yng-04","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5038,"Kaiholena-Yng-04","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5039,"Kaiholena-Yng-04","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5040,"Kaiholena-Yng-04","8-Jul-14","AD BC LN","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5041,"Kaiholena-Yng-04","8-Jul-14","AD BC LN","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5132,"Kaiholena-Yng-08","30-Jul-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5133,"Kaiholena-Yng-08","30-Jul-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","NNNNN"
5134,"Kaiholena-Yng-08","30-Jul-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5135,"Kaiholena-Yng-08","30-Jul-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5136,"Kaiholena-Yng-08","30-Jul-14","AD TF KR","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5137,"Kaiholena-Yng-08","30-Jul-14","AD TF KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5096,"Kaiholena-Yng-09","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5097,"Kaiholena-Yng-09","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","NNNNN"
5098,"Kaiholena-Yng-09","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5099,"Kaiholena-Yng-09","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5100,"Kaiholena-Yng-09","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5101,"Kaiholena-Yng-09","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5114,"Kaiholena-Yng-10","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5115,"Kaiholena-Yng-10","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5116,"Kaiholena-Yng-10","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5117,"Kaiholena-Yng-10","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5118,"Kaiholena-Yng-10","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5119,"Kaiholena-Yng-10","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5108,"Kaiholena-Yng-11b","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5109,"Kaiholena-Yng-11b","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5110,"Kaiholena-Yng-11b","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5111,"Kaiholena-Yng-11b","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5112,"Kaiholena-Yng-11b","24-Jul-14","AD LN KR","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5113,"Kaiholena-Yng-11b","24-Jul-14","AD LN KR","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5369,"Kohala-Old-KOP01","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5370,"Kohala-Old-KOP01","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5371,"Kohala-Old-KOP01","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5372,"Kohala-Old-KOP01","12-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5373,"Kohala-Old-KOP01","12-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5374,"Kohala-Old-KOP01","12-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"",""
5375,"Kohala-Old-KOP01","12-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"",""
5413,"Kohala-Old-KOP01","16-Sep-14","CE AD","beating","green Cibotium",120,"2pm","4pm",NA,NA,"","BERKELEY"
5414,"Kohala-Old-KOP01","16-Sep-14","CE AD","beating","brown Cibotium",60,"2pm","4pm",NA,NA,"","BERKELEY"
5415,"Kohala-Old-KOP01","16-Sep-14","CE","beating","Myrsine sandwicensis",60,"2pm","4pm",NA,NA,"","BERKELEY"
5416,"Kohala-Old-KOP01","16-Sep-14","AD","beating","Melicope clusiifolia",60,"2pm","4pm",NA,NA,"","BERKELEY"
5417,"Kohala-Old-KOP01","16-Sep-14","CE TF AD","beating","Metrosideros polymorpha",60,"2pm","4pm",NA,NA,"","BERKELEY"
5418,"Kohala-Old-KOP01","16-Sep-14","CE TF AD","beating","Broussaisia arguta",60,"2pm","4pm",NA,NA,"","BERKELEY"
5422,"Kohala-Old-KOP01","16-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","BERKELEY"
5423,"Kohala-Old-KOP01","16-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","BERKELEY"
5424,"Kohala-Old-KOP01","16-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","BERKELEY"
5543,"Kohala-Old-KOP01","19-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5544,"Kohala-Old-KOP01","19-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5545,"Kohala-Old-KOP01","19-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","BERKELEY"
5546,"Kohala-Old-KOP01","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","BERKELEY"
5547,"Kohala-Old-KOP01","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","BERKELEY"
5548,"Kohala-Old-KOP01","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","BERKELEY"
5376,"Kohala-Old-KOP03","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5377,"Kohala-Old-KOP03","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5378,"Kohala-Old-KOP03","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5379,"Kohala-Old-KOP03","12-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5380,"Kohala-Old-KOP03","12-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5381,"Kohala-Old-KOP03","12-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"",""
5382,"Kohala-Old-KOP03","12-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"",""
5528,"Kohala-Old-KOP03","19-Sep-14","CE AD","beating","green Cibotium",120,"12:30","1:00",NA,NA,"","BERKELEY"
5529,"Kohala-Old-KOP03","19-Sep-14","CE AD","beating","brown Cibotium",60,"1:00","1:45",NA,NA,"","BERKELEY"
5530,"Kohala-Old-KOP03","19-Sep-14","AD","beating","Melicope clusiifolia",60,"1:45","2:15",NA,NA,"","BERKELEY"
5531,"Kohala-Old-KOP03","19-Sep-14","AD","beating","Vaccinium",60,"2:15","2:45",NA,NA,"","BERKELEY"
5532,"Kohala-Old-KOP03","19-Sep-14","CE","beating","Myrsine sandwicensis",60,NA,NA,NA,NA,"","BERKELEY"
5533,"Kohala-Old-KOP03","19-Sep-14","CE","beating","Metrosideros polymorpha",60,NA,NA,NA,NA,"","BERKELEY"
5534,"Kohala-Old-KOP03","19-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5535,"Kohala-Old-KOP03","19-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5536,"Kohala-Old-KOP03","19-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","BERKELEY"
5537,"Kohala-Old-KOP03","19-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","BERKELEY"
5538,"Kohala-Old-KOP03","19-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","BERKELEY"
5539,"Kohala-Old-KOP03","19-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","BERKELEY"
5540,"Kohala-Old-KOP03","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","BERKELEY"
5541,"Kohala-Old-KOP03","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","BERKELEY"
5542,"Kohala-Old-KOP03","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","BERKELEY"
5362,"Kohala-Old-KOP05","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5363,"Kohala-Old-KOP05","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5364,"Kohala-Old-KOP05","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5365,"Kohala-Old-KOP05","12-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5366,"Kohala-Old-KOP05","12-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5367,"Kohala-Old-KOP05","12-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"",""
5368,"Kohala-Old-KOP05","12-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"",""
5397,"Kohala-Old-KOP05","16-Sep-14","CE AD","beating","green Cibotium",120,"11am","1pm",NA,NA,"","BERKELEY"
5398,"Kohala-Old-KOP05","16-Sep-14","CE AD","beating","brown Cibotium",60,"11am","1pm",NA,NA,"","BERKELEY"
5399,"Kohala-Old-KOP05","16-Sep-14","AD","beating","Melicope clusiifolia",30,"11am","1pm",NA,NA,"","BERKELEY"
5410,"Kohala-Old-KOP05","16-Sep-14","CE","beating","Broussaisia arguta",50,"11am","1pm",NA,NA,"","BERKELEY"
5411,"Kohala-Old-KOP05","16-Sep-14","CE","beating","Myrsine lessertiana",30,"11am","1pm",NA,NA,"","BERKELEY"
5412,"Kohala-Old-KOP05","16-Sep-14","CE","beating","Leptecophylla tameiameiae",5,"11am","1pm",NA,NA,"","BERKELEY"
5419,"Kohala-Old-KOP05","16-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","BERKELEY"
5420,"Kohala-Old-KOP05","16-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","BERKELEY"
5421,"Kohala-Old-KOP05","16-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","BERKELEY"
5549,"Kohala-Old-KOP05","19-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5550,"Kohala-Old-KOP05","19-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5551,"Kohala-Old-KOP05","19-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","BERKELEY"
5552,"Kohala-Old-KOP05","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","BERKELEY"
5553,"Kohala-Old-KOP05","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","BERKELEY"
5554,"Kohala-Old-KOP05","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","BERKELEY"
5355,"Kohala-Old-KOP06a","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5356,"Kohala-Old-KOP06a","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5357,"Kohala-Old-KOP06a","12-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5358,"Kohala-Old-KOP06a","12-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5359,"Kohala-Old-KOP06a","12-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5360,"Kohala-Old-KOP06a","12-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"",""
5361,"Kohala-Old-KOP06a","12-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"",""
5513,"Kohala-Old-KOP06a","19-Sep-14","CE AD","beating","green Cibotium",120,"8:30","9:00",NA,NA,"","BERKELEY"
5514,"Kohala-Old-KOP06a","19-Sep-14","CE AD","beating","brown Cibotium",60,"9:00","9:45",NA,NA,"","BERKELEY"
5515,"Kohala-Old-KOP06a","19-Sep-14","AD","beating","Melicope clusiifolia",60,"10:00","10:20",NA,NA,"","BERKELEY"
5516,"Kohala-Old-KOP06a","19-Sep-14","CE","beating","Myrsine sandwicensis",60,NA,NA,NA,NA,"","BERKELEY"
5517,"Kohala-Old-KOP06a","19-Sep-14","CE","beating","Metrosideros polymorpha",60,NA,NA,NA,NA,"","BERKELEY"
5518,"Kohala-Old-KOP06a","19-Sep-14","AD","beating","Vaccinium",60,"10:20","11:00",NA,NA,"","BERKELEY"
5519,"Kohala-Old-KOP06a","19-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5520,"Kohala-Old-KOP06a","19-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UHH"
5521,"Kohala-Old-KOP06a","19-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","BERKELEY"
5522,"Kohala-Old-KOP06a","19-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","BERKELEY"
5523,"Kohala-Old-KOP06a","19-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","BERKELEY"
5524,"Kohala-Old-KOP06a","19-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","BERKELEY"
5525,"Kohala-Old-KOP06a","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","BERKELEY"
5526,"Kohala-Old-KOP06a","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","BERKELEY"
5527,"Kohala-Old-KOP06a","19-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","BERKELEY"
5383,"Kohala-Old-KOP07","13-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","BERKELEY"
5384,"Kohala-Old-KOP07","13-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","BERKELEY"
5385,"Kohala-Old-KOP07","13-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","BERKELEY"
5386,"Kohala-Old-KOP07","13-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"A","UHH"
5387,"Kohala-Old-KOP07","13-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5388,"Kohala-Old-KOP07","13-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"",""
5389,"Kohala-Old-KOP07","13-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"",""
5570,"Kohala-Old-KOP07","20-Sep-14","CE AD","beating","green Cibotium",120,"11:45","12:20",NA,NA,"","BERKELEY"
5571,"Kohala-Old-KOP07","20-Sep-14","CE AD","beating","brown Cibotium",60,"12:20","1:00",NA,NA,"","BERKELEY"
5572,"Kohala-Old-KOP07","20-Sep-14","CE","beating","Myrsine sandwicensis",60,NA,NA,NA,NA,"","BERKELEY"
5573,"Kohala-Old-KOP07","20-Sep-14","CE","beating","Metrosideros polymorpha",60,NA,NA,NA,NA,"","BERKELEY"
5574,"Kohala-Old-KOP07","20-Sep-14","AD","beating","Melicope clusiifolia",60,"1:00","1:40",NA,NA,"","berkeley?"
5575,"Kohala-Old-KOP07","20-Sep-14","AD","beating","Vaccinium",60,"1:40","2:15",NA,NA,"","BERKELEY"
5576,"Kohala-Old-KOP07","20-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","BERKELEY"
5577,"Kohala-Old-KOP07","20-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","BERKELEY"
5578,"Kohala-Old-KOP07","20-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","BERKELEY"
5579,"Kohala-Old-KOP07","20-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","BERKELEY"
5580,"Kohala-Old-KOP07","20-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","BERKELEY"
5581,"Kohala-Old-KOP07","20-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","BERKELEY"
5582,"Kohala-Old-KOP07","20-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","BERKELEY"
5583,"Kohala-Old-KOP07","20-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","BERKELEY"
5584,"Kohala-Old-KOP07","20-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","BERKELEY"
5390,"Kohala-Old-KOP08","13-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","BERKELEY"
5391,"Kohala-Old-KOP08","13-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","BERKELEY"
5392,"Kohala-Old-KOP08","13-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","BERKELEY"
5393,"Kohala-Old-KOP08","13-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5394,"Kohala-Old-KOP08","13-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5395,"Kohala-Old-KOP08","13-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"",""
5396,"Kohala-Old-KOP08","13-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"",""
5555,"Kohala-Old-KOP08","20-Sep-14","CE AD","beating","green Cibotium",180,"8:10","10:10",NA,NA,"","BERKELEY"
5556,"Kohala-Old-KOP08","20-Sep-14","CE AD","beating","brown Cibotium",60,"8:40","9:00",NA,NA,"","BERKELEY"
5557,"Kohala-Old-KOP08","20-Sep-14","CE","beating","Broussaisia arguta",60,NA,NA,NA,NA,"","BERKELEY"
5558,"Kohala-Old-KOP08","20-Sep-14","AD","beating","Melicope clusiifolia",60,"9:00","9:30",NA,NA,"","BERKELEY"
5560,"Kohala-Old-KOP08","20-Sep-14","CE","beating","Myrsine sandwicensis",60,NA,NA,NA,NA,"","BERKELEY"
5561,"Kohala-Old-KOP08","20-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","BERKELEY"
5562,"Kohala-Old-KOP08","20-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","BERKELEY"
5563,"Kohala-Old-KOP08","20-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","BERKELEY"
5564,"Kohala-Old-KOP08","20-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","BERKELEY"
5565,"Kohala-Old-KOP08","20-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","BERKELEY"
5566,"Kohala-Old-KOP08","20-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","BERKELEY"
5567,"Kohala-Old-KOP08","20-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","BERKELEY"
5568,"Kohala-Old-KOP08","20-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","BERKELEY"
5569,"Kohala-Old-KOP08","20-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","BERKELEY"
5348,"Kohala-Yng-03","11-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5349,"Kohala-Yng-03","11-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5350,"Kohala-Yng-03","11-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5351,"Kohala-Yng-03","11-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"E","UHH"
5352,"Kohala-Yng-03","11-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5353,"Kohala-Yng-03","11-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"",""
5354,"Kohala-Yng-03","11-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"",""
5334,"Kohala-Yng-04","11-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","BERKELEY"
5335,"Kohala-Yng-04","11-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","BERKELEY"
5336,"Kohala-Yng-04","11-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","BERKELEY"
5337,"Kohala-Yng-04","11-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5338,"Kohala-Yng-04","11-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5339,"Kohala-Yng-04","11-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"",""
5340,"Kohala-Yng-04","11-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"",""
5468,"Kohala-Yng-04","18-Sep-14","CE AD","beating","green Cibotium",120,"7:30","8:30",NA,NA,"","BERKELEY"
5469,"Kohala-Yng-04","18-Sep-14","CE AD","beating","brown Cibotium",60,"8:30","9:00",NA,NA,"","BERKELEY"
5470,"Kohala-Yng-04","18-Sep-14","AD","beating","MelIcope clusiifolia",60,"9:15","10:00",NA,NA,"","BERKELEY"
5471,"Kohala-Yng-04","18-Sep-14","CE","beating","Myrsine sandwicensis",60,NA,NA,NA,NA,"","BERKELEY"
5472,"Kohala-Yng-04","18-Sep-14","AD","beating","Vaccinium",60,"10:00","10:40",NA,NA,"","BERKELEY"
5473,"Kohala-Yng-04","18-Sep-14","CE","beating","Metrosideros polymorpha",60,NA,NA,NA,NA,"","BERKELEY"
5474,"Kohala-Yng-04","18-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","BERKELEY"
5475,"Kohala-Yng-04","18-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","BERKELEY"
5476,"Kohala-Yng-04","18-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","BERKELEY"
5477,"Kohala-Yng-04","18-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","BERKELEY"
5478,"Kohala-Yng-04","18-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","BERKELEY"
5479,"Kohala-Yng-04","18-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","BERKELEY"
5480,"Kohala-Yng-04","18-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","BERKELEY"
5481,"Kohala-Yng-04","18-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","BERKELEY"
5482,"Kohala-Yng-04","18-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","BERKELEY"
5316,"Kohala-Yng-07a","10-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"",""
5317,"Kohala-Yng-07a","10-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5318,"Kohala-Yng-07a","10-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"",""
5326,"Kohala-Yng-07a","10-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
5327,"Kohala-Yng-07a","10-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"C","UHH"
5328,"Kohala-Yng-07a","10-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"E","UHH"
5329,"Kohala-Yng-07a","10-Sep-14","CE TF AD","soil extraction","",NA,NA,NA,NA,NA,"C","UHH"
5429,"Kohala-Yng-07a","17-Sep-14","CE AD","beating","green Cibotium",120,"12:00","12:30",NA,NA,"","BERKELEY"
5434,"Kohala-Yng-07a","17-Sep-14","CE AD","beating","brown Cibotium",60,"12:30","1:00",NA,NA,"","BERKELEY"
5435,"Kohala-Yng-07a","17-Sep-14","AD","beating","Melicope clusiifolia",120,"1:00","3:00",NA,NA,"","BERKELEY"
5436,"Kohala-Yng-07a","17-Sep-14","CE","beating","Myrsine sandwicensis",60,"1:00","1:30",NA,NA,"","BERKELEY"
5437,"Kohala-Yng-07a","17-Sep-14","CE TF AD","beating","Vaccinium",60,"1:30","2:00",NA,NA,"","BERKELEY"
5438,"Kohala-Yng-07a","17-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"","UHH"
5439,"Kohala-Yng-07a","17-Sep-14","CE TF AD","Malaise canopy UP","",NA,NA,NA,NA,NA,"","UUH"
5440,"Kohala-Yng-07a","17-Sep-14","CE TF AD","Malaise canopy DN","",NA,NA,NA,NA,NA,"","BERKELEY"
5453,"Kohala-Yng-07a","17-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"A","BERKELEY"
5454,"Kohala-Yng-07a","17-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"C","BERKELEY"
5455,"Kohala-Yng-07a","17-Sep-14","CE TF AD","InsectaZooka","",NA,NA,NA,NA,NA,"E","BERKELEY"
5462,"Kohala-Yng-07a","17-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"B","berkeley?"
5463,"Kohala-Yng-07a","17-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"D","berkeley?"
5464,"Kohala-Yng-07a","17-Sep-14","CE TF AD","pitfall trap","",NA,NA,NA,NA,NA,"F","berkeley?"
5315,"Kohala-Yng-08","10-Sep-14","CE TF AD","Malaise ground","",NA,NA,NA,NA,NA,"",""
5322,"Kohala-Yng-08","10-Sep-14","CE TF AD","litter sifting-Berlese","",NA,NA,NA,NA,NA,"A","UHH"
