"HDIM","Checked","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaiseHeight..ft.","PitFallSlice","Whereabouts","SamplingRound","NoOfVials","Comments","source"
5455,,"KohalaYng_07a","17-Sep-14","CE TF AD","InsectaZooka","","","","",,,"E",,,,"","curtis"
5456,,"kohalaYng_20","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5456,,"KohalaYng_20a","17-Sep-14","CE TF AD","InsectaZooka","","","","",,,"A",,,,"","curtis"
5457,,"kohalaYng_20","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5457,,"KohalaYng_20a","17-Sep-14","CE TF AD","InsectaZooka","","","","",,,"C",,,,"","curtis"
5458,,"kohalaYng_20","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5458,,"KohalaYng_20a","17-Sep-14","CE TF AD","InsectaZooka","","","","",,,"E",,,,"","curtis"
5459,,"kohalaYng_08","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5459,,"KohalaYng_08","17-Sep-14","CE TF AD","pitfall trap","","","","",,,"B",,,,"","curtis"
5460,,"kohalaYng_08","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5460,,"KohalaYng_08","17-Sep-14","CE TF AD","pitfall trap","","","","",,,"D",,,,"","curtis"
5461,,"kohalaYng_08","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5461,,"KohalaYng_08","17-Sep-14","CE TF AD","pitfall trap","","","","",,,"F",,,,"","curtis"
5462,,"kohalaYng_07","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5462,,"KohalaYng_07a","17-Sep-14","CE TF AD","pitfall trap","","","","",,,"B",,,,"","curtis"
5463,,"kohalaYng_07","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5463,,"KohalaYng_07a","17-Sep-14","CE TF AD","pitfall trap","","","","",,,"D",,,,"","curtis"
5464,,"kohalaYng_07","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5464,,"KohalaYng_07a","17-Sep-14","CE TF AD","pitfall trap","","","","",,,"F",,,,"","curtis"
5465,,"kohalaYng_20","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5465,,"KohalaYng_20a","17-Sep-14","CE TF AD","pitfall trap","","","","",,,"B",,,,"","curtis"
5466,,"kohalaYng_20","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5466,,"KohalaYng_20a","17-Sep-14","CE TF AD","pitfall trap","","","","",,,"D",,,,"","curtis"
5467,,"kohalaYng_20","9/17/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5467,,"KohalaYng_20a","17-Sep-14","CE TF AD","pitfall trap","","","","",,,"F",,,,"","curtis"
5468,,"kohalaYng_04","9/18/2014","A. DeMarco, C. Ewing","beating","green Cibotium","120","7:30","8:30","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5468,,"KohalaYng_04","18-Sep-14","CE AD","beating-sheet","green Cibotium","120","7:30"," 8:30",,,"",,,,"+6 Olearis","curtis"
5469,,"kohalaYng_04","9/18/2014","A. DeMarco, C. Ewing","beating","brown Cibotium","60","8:30","9:00","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5469,,"KohalaYng_04","18-Sep-14","CE AD","beating-sheet","brown Cibotium","60","8:30"," 9:00",,,"",,,,"+3 Olearis, 3 cockroach","curtis"
5470,,"kohalaYng_04","9/18/2014","A. DeMarco","beating","Melicope clusiifolia","60","9:15","10:00","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5470,,"KohalaYng_04","18-Sep-14","AD","beating-sheet","MelIcope clusiifolia","60","9:15"," 10:00",,,"",,,,"","curtis"
5471,,"kohalaYng_04","9/18/2014","C. Ewing","beating","Myrsine sandwicensis","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5471,,"KohalaYng_04","18-Sep-14","CE","beating-sheet","Myrsine sandwicensis","60","","",,,"",,,,"","curtis"
5472,,"kohalaYng_04","9/18/2014","A. DeMarco","beating","Vaccinium","60","10:00","10:40","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5472,,"KohalaYng_04","18-Sep-14","AD","beating-sheet","Vaccinium calycinum","60","10:00"," 10:40",,,"",,,,"+1 green juvenile Olearis?","curtis"
5473,,"kohalaYng_04","9/18/2014","C. Ewing","beating","Metrosideros polymorpha","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5473,,"KohalaYng_04","18-Sep-14","CE","beating-sheet","Metrosideros polymorpha","60","","",,,"",,,,"","curtis"
5474,,"kohalaYng_04","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5474,,"KohalaYng_04","18-Sep-14","CE TF AD","Malaise ground","","","","",,,"",,,,"","curtis"
5475,,"kohalaYng_04","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5475,,"KohalaYng_04","18-Sep-14","CE TF AD","Malaise canopy UP","","","","",,,"",,,,"","curtis"
5476,,"kohalaYng_04","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5476,,"KohalaYng_04","18-Sep-14","CE TF AD","Malaise Canopy DN","","","","",,,"",,,,"","curtis"
5477,,"kohalaYng_04","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5477,,"KohalaYng_04","18-Sep-14","CE TF AD","InsectaZooka","","","","",,,"A",,,,"","curtis"
5478,,"kohalaYng_04","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5478,,"KohalaYng_04","18-Sep-14","CE TF AD","InsectaZooka","","","","",,,"C",,,,"","curtis"
5479,,"kohalaYng_04","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5479,,"KohalaYng_04","18-Sep-14","CE TF AD","InsectaZooka","","","","",,,"E",,,,"","curtis"
5480,,"kohalaYng_04","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5480,,"KohalaYng_04","18-Sep-14","CE TF AD","pitfall trap","","","","",,,"B",,,,"","curtis"
5481,,"kohalaYng_04","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5481,,"KohalaYng_04","18-Sep-14","CE TF AD","pitfall trap","","","","",,,"D",,,,"","curtis"
5482,,"kohalaYng_04","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5482,,"KohalaYng_04","18-Sep-14","CE TF AD","pitfall trap","","","","",,,"F",,,,"","curtis"
5483,,"kohalaYng_10","9/18/2014","A. DeMarco, C. Ewing","beating","green Cibotium","120","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5483,,"KohalaYng_10a","18-Sep-14","CE AD","beating-sheet","green Cibotium","120","","",,,"",,,,"","curtis"
5484,,"kohalaYng_10","9/18/2014","A. DeMarco, C. Ewing","beating","brown Cibotium","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5484,,"KohalaYng_10a","18-Sep-14","CE AD","beating-sheet","brown Cibotium","60","","",,,"",,,,"","curtis"
5485,,"kohalaYng_10","9/18/2014","A. DeMarco","beating","Melicope clusiifolia","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5485,,"KohalaYng_10a","18-Sep-14","AD","beating-sheet","MelIcope clusiifolia","60","","",,,"",,,,"","curtis"
5486,,"kohalaYng_10","9/18/2014","C. Ewing","beating","Myrsine sandwicensis","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5486,,"KohalaYng_10a","18-Sep-14","CE","beating-sheet","Myrsine sandwicensis","60","","",,,"",,,,"","curtis"
5487,,"kohalaYng_10","9/18/2014","A. DeMarco","beating","Vaccinium","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5487,,"KohalaYng_10a","18-Sep-14","AD","beating-sheet","Vaccinium calycinum","60","","",,,"",,,,"","curtis"
5488,,"kohalaYng_10","9/18/2014","C. Ewing","beating","Metrosideros polymorpha","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5488,,"KohalaYng_10a","18-Sep-14","CE","beating-sheet","Metrosideros polymorpha","60","","",,,"",,,,"","curtis"
5489,,"kohalaYng_10","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman",1,"","added by Andy from Curtis' database","db"
5489,,"KohalaYng_10a","18-Sep-14","CE TF AD","Malaise ground","","","","",,,"",,,,"","curtis"
5490,,"kohalaYng_10","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database","db"
5490,,"KohalaYng_10a","18-Sep-14","CE TF AD","Malaise canopy UP","","","","",,,"",,,,"","curtis"
5491,,"kohalaYng_10","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5491,,"KohalaYng_10a","18-Sep-14","CE TF AD","Malaise Canopy DN","","","","",,,"",,,,"","curtis"
5492,,"kohalaYng_10","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5492,,"KohalaYng_10a","18-Sep-14","CE TF AD","InsectaZooka","","","","",,,"A",,,,"","curtis"
5493,,"kohalaYng_10","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5493,,"KohalaYng_10a","18-Sep-14","CE TF AD","InsectaZooka","","","","",,,"C",,,,"","curtis"
5494,,"kohalaYng_10","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5494,,"KohalaYng_10a","18-Sep-14","CE TF AD","InsectaZooka","","","","",,,"E",,,,"","curtis"
5495,,"kohalaYng_10","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5495,,"KohalaYng_10a","18-Sep-14","CE TF AD","pitfall trap","","","","",,,"B",,,,"","curtis"
5496,,"kohalaYng_10","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5496,,"KohalaYng_10a","18-Sep-14","CE TF AD","pitfall trap","","","","",,,"D",,,,"","curtis"
5497,,"kohalaYng_10","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5497,,"KohalaYng_10a","18-Sep-14","CE TF AD","pitfall trap","","","","",,,"F",,,,"","curtis"
5498,,"kohalaYng_03","9/18/2014","A. DeMarco, C. Ewing","beating","green Cibotium","120","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5498,,"KohalaYng_03","18-Sep-14","CE AD","beating-sheet","green Cibotium","120","","",,,"",,,,"","curtis"
5499,,"kohalaYng_03","9/18/2014","A. DeMarco, C. Ewing","beating","brown Cibotium","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5499,,"KohalaYng_03","18-Sep-14","CE AD","beating-sheet","brown Cibotium","60","","",,,"",,,,"","curtis"
5500,,"kohalaYng_03","9/18/2014","A. DeMarco","beating","Vaccinium","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5500,,"KohalaYng_03","18-Sep-14","AD","beating-sheet","Vaccinium calycinum","60","","",,,"",,,,"","curtis"
5501,,"kohalaYng_03","9/18/2014","A. DeMarco","beating","Melicope clusiifolia","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5501,,"KohalaYng_03","18-Sep-14","AD","beating-sheet","Melicope clusiifolia","60","","",,,"",,,,"","curtis"
5502,,"kohalaYng_03","9/18/2014","C. Ewing","beating","Myrsine sandwicensis","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5502,,"KohalaYng_03","18-Sep-14","CE","beating-sheet","Myrsine sandwicensis","60","","",,,"",,,,"","curtis"
5503,,"kohalaYng_03","9/18/2014","C. Ewing","beating","Metrosideros polymorpha","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5503,,"KohalaYng_03","18-Sep-14","CE","beating-sheet","Metrosideros polymorpha","60","","",,,"",,,,"","curtis"
5504,,"kohalaYng_03","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman",1,"","added by Andy from Curtis' database","db"
5504,,"KohalaYng_03","18-Sep-14","CE TF AD","Malaise ground","","","","",,,"",,,,"","curtis"
5505,,"kohalaYng_03","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database","db"
5505,,"KohalaYng_03","18-Sep-14","CE TF AD","Malaise canopy UP","","","","",,,"",,,,"","curtis"
5506,,"kohalaYng_03","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5506,,"KohalaYng_03","18-Sep-14","CE TF AD","Malaise Canopy DN","","","","",,,"",,,,"","curtis"
5507,,"kohalaYng_03","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5507,,"KohalaYng_03","18-Sep-14","CE TF AD","InsectaZooka","","","","",,,"A",,,,"","curtis"
5508,,"kohalaYng_03","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5508,,"KohalaYng_03","18-Sep-14","CE TF AD","InsectaZooka","","","","",,,"C",,,,"","curtis"
5509,,"kohalaYng_03","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5509,,"KohalaYng_03","18-Sep-14","CE TF AD","InsectaZooka","","","","",,,"E",,,,"","curtis"
5510,,"kohalaYng_03","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5510,,"KohalaYng_03","18-Sep-14","CE TF AD","pitfall trap","","","","",,,"B",,,,"","curtis"
5511,,"kohalaYng_03","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5511,,"KohalaYng_03","18-Sep-14","CE TF AD","pitfall trap","","","","",,,"D",,,,"","curtis"
5512,,"kohalaYng_03","9/18/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5512,,"KohalaYng_03","18-Sep-14","CE TF AD","pitfall trap","","","","",,,"F",,,,"","curtis"
5513,,"kohalaOld_06","9/19/2014","A. DeMarco, C. Ewing","beating","green Cibotium","120","8:30","9:00","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5513,,"KohalaOld_KOP06a","19-Sep-14","CE AD","beating-sheet","green Cibotium","120","8:30"," 9:00",,,"",,,,"+2 Olearis","curtis"
5514,,"kohalaOld_06","9/19/2014","A. DeMarco, C. Ewing","beating","brown Cibotium","60","9:00","9:45","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5514,,"KohalaOld_KOP06a","19-Sep-14","CE AD","beating-sheet","brown Cibotium","60","9:00"," 9:45",,,"",,,,"","curtis"
5515,,"kohalaOld_06","9/19/2014","A. DeMarco","beating","Melicope clusiifolia","60","10:00","10:20","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5515,,"KohalaOld_KOP06a","19-Sep-14","AD","beating-sheet","Melicope clusiifolia","60","10:00"," 10:20",,,"",,,,"+1 Olearis","curtis"
5516,,"kohalaOld_06","9/19/2014","C. Ewing","beating","Myrsine sandwicensis","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5516,,"KohalaOld_KOP06a","19-Sep-14","CE","beating-sheet","Myrsine sandwicensis","60","","",,,"",,,,"","curtis"
5517,,"kohalaOld_06","9/19/2014","C. Ewing","beating","Metrosideros polymorpha","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5517,,"KohalaOld_KOP06a","19-Sep-14","CE","beating-sheet","Metrosideros polymorpha","60","","",,,"",,,,"","curtis"
5518,,"kohalaOld_06","9/19/2014","A. DeMarco","beating","Vaccinium","60","10:20","11:00","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5518,,"KohalaOld_KOP06a","19-Sep-14","AD","beating-sheet","Vaccinium calycinum","60","10:20"," 11:00",,,"",,,,"","curtis"
5519,,"kohalaOld_06","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman",1,"","added by Andy from Curtis' database","db"
5519,,"KohalaOld_KOP06a","19-Sep-14","CE TF AD","Malaise ground","","","","",,,"",,,,"","curtis"
5520,,"kohalaOld_06","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database","db"
5520,,"KohalaOld_KOP06a","19-Sep-14","CE TF AD","Malaise canopy UP","","","","",,,"",,,,"","curtis"
5521,,"kohalaOld_06","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5521,,"KohalaOld_KOP06a","19-Sep-14","CE TF AD","Malaise Canopy DN","","","","",,,"",,,,"","curtis"
5522,,"kohalaOld_06","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5522,,"KohalaOld_KOP06a","19-Sep-14","CE TF AD","InsectaZooka","","","","",,,"A",,,,"","curtis"
5523,,"kohalaOld_06","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5523,,"KohalaOld_KOP06a","19-Sep-14","CE TF AD","InsectaZooka","","","","",,,"C",,,,"","curtis"
5524,,"kohalaOld_06","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5524,,"KohalaOld_KOP06a","19-Sep-14","CE TF AD","InsectaZooka","","","","",,,"E",,,,"","curtis"
5525,,"kohalaOld_06","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5525,,"KohalaOld_KOP06a","19-Sep-14","CE TF AD","pitfall trap","","","","",,,"B",,,,"","curtis"
5526,,"kohalaOld_06","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5526,,"KohalaOld_KOP06a","19-Sep-14","CE TF AD","pitfall trap","","","","",,,"D",,,,"","curtis"
5527,,"kohalaOld_06","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5527,,"KohalaOld_KOP06a","19-Sep-14","CE TF AD","pitfall trap","","","","",,,"F",,,,"","curtis"
5528,,"kohalaOld_03","9/19/2014","A. DeMarco, C. Ewing","beating","green Cibotium","120","12:30","1:00","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5528,,"KohalaOld_KOP03","19-Sep-14","CE AD","beating-sheet","green Cibotium","120","12:30"," 1:00",,,"",,,,"+2 Olearis","curtis"
5529,,"kohalaOld_03","9/19/2014","A. DeMarco, C. Ewing","beating","brown Cibotium","60","1:00","1:45","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5529,,"KohalaOld_KOP03","19-Sep-14","CE AD","beating-sheet","brown Cibotium","60","1:00"," 1:45",,,"",,,,"","curtis"
5530,,"kohalaOld_03","9/19/2014","A. DeMarco","beating","Melicope clusiifolia","60","1:45","2:15","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5530,,"KohalaOld_KOP03","19-Sep-14","AD","beating-sheet","Melicope clusiifolia","60","1:45"," 2:15",,,"",,,,"","curtis"
5531,,"kohalaOld_03","9/19/2014","A. DeMarco","beating","Vaccinium","60","2:15","2:45","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5531,,"KohalaOld_KOP03","19-Sep-14","AD","beating-sheet","Vaccinium calycinum","60","2:15"," 2:45",,,"",,,,"","curtis"
5532,,"kohalaOld_03","9/19/2014","C. Ewing","beating","Myrsine sandwicensis","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5532,,"KohalaOld_KOP03","19-Sep-14","CE","beating-sheet","Myrsine sandwicensis","60","","",,,"",,,,"","curtis"
5533,,"kohalaOld_03","9/19/2014","C. Ewing","beating","Metrosideros polymorpha","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5533,,"KohalaOld_KOP03","19-Sep-14","CE","beating-sheet","Metrosideros polymorpha","60","","",,,"",,,,"","curtis"
5534,,"kohalaOld_03","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman",1,"","added by Andy from Curtis' database","db"
5534,,"KohalaOld_KOP03","19-Sep-14","CE TF AD","Malaise ground","","","","",,,"",,,,"","curtis"
5535,,"kohalaOld_03","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database","db"
5535,,"KohalaOld_KOP03","19-Sep-14","CE TF AD","Malaise canopy UP","","","","",,,"",,,,"","curtis"
5536,,"kohalaOld_03","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5536,,"KohalaOld_KOP03","19-Sep-14","CE TF AD","Malaise Canopy DN","","","","",,,"",,,,"","curtis"
5537,,"kohalaOld_03","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5537,,"KohalaOld_KOP03","19-Sep-14","CE TF AD","InsectaZooka","","","","",,,"A",,,,"","curtis"
5538,,"kohalaOld_03","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5538,,"KohalaOld_KOP03","19-Sep-14","CE TF AD","InsectaZooka","","","","",,,"C",,,,"","curtis"
5539,,"kohalaOld_03","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5539,,"KohalaOld_KOP03","19-Sep-14","CE TF AD","InsectaZooka","","","","",,,"E",,,,"","curtis"
5540,,"kohalaOld_03","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5540,,"KohalaOld_KOP03","19-Sep-14","CE TF AD","pitfall trap","","","","",,,"B",,,,"","curtis"
5541,,"kohalaOld_03","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5541,,"KohalaOld_KOP03","19-Sep-14","CE TF AD","pitfall trap","","","","",,,"D",,,,"","curtis"
5542,,"kohalaOld_03","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5542,,"KohalaOld_KOP03","19-Sep-14","CE TF AD","pitfall trap","","","","",,,"F",,,,"","curtis"
5543,,"kohalaOld_01","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman",1,"","added by Andy from Curtis' database","db"
5543,,"KohalaOld_KOP01","19-Sep-14","CE TF AD","Malaise ground","","","","",,,"",,,,"","curtis"
5544,,"kohalaOld_01","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database","db"
5544,,"KohalaOld_KOP01","19-Sep-14","CE TF AD","Malaise canopy UP","","","","",,,"",,,,"","curtis"
5545,,"kohalaOld_01","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5545,,"KohalaOld_KOP01","19-Sep-14","CE TF AD","Malaise Canopy DN","","","","",,,"",,,,"","curtis"
5546,,"kohalaOld_01","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5546,,"KohalaOld_KOP01","19-Sep-14","CE TF AD","pitfall trap","","","","",,,"B",,,,"","curtis"
5547,,"kohalaOld_01","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5547,,"KohalaOld_KOP01","19-Sep-14","CE TF AD","pitfall trap","","","","",,,"D",,,,"","curtis"
5548,,"kohalaOld_01","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
5548,,"KohalaOld_KOP01","19-Sep-14","CE TF AD","pitfall trap","","","","",,,"F",,,,"","curtis"
5549,,"kohalaOld_05","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman",1,"","added by Andy from Curtis' database","db"
5549,,"KohalaOld_KOP05","19-Sep-14","CE TF AD","Malaise ground","","","","",,,"",,,,"","curtis"
5550,,"kohalaOld_05","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database","db"
5550,,"KohalaOld_KOP05","19-Sep-14","CE TF AD","Malaise canopy UP","","","","",,,"",,,,"","curtis"
5551,,"kohalaOld_05","9/19/2014","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database","db"
