"HDIM","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaiseHeight..ft.","PitFallSlice","Whereabouts","SamplingRound","NoOfVials","Comments"
5618,"Thurston-04","10/22/2014","CE TF AM AD","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5619,"Thurston-04","10/22/2014","CE TF AM AD","pitfall trap","","","","","","","D","UHH",NA,"","added by Andy from Curtis' database"
5620,"Thurston-04","10/22/2014","CE TF AM AD","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5621,"Thurston-04","10/22/2014","CE TF AM AD","InsectaZooka","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5622,"Thurston-04","10/22/2014","CE TF AM AD","InsectaZooka","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5623,"Thurston-04","10/22/2014","CE TF AM AD","InsectaZooka","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5624,"Thurston-01","10/22/2014","CE TF AM AD","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5625,"Thurston-01","10/22/2014","CE TF AM AD","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5626,"Thurston-01","10/22/2014","CE TF AM AD","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5627,"Thurston-01","10/22/2014","CE TF AM AD","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5628,"Thurston-01","10/22/2014","CE TF AM AD","pitfall trap","","","","","","","D","UHH",NA,"","added by Andy from Curtis' database"
5629,"Thurston-01","10/22/2014","CE TF AM AD","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5630,"Thurston-01","10/22/2014","CE TF AM AD","InsectaZooka","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5631,"Thurston-01","10/22/2014","CE TF AM AD","InsectaZooka","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5632,"Thurston-01","10/22/2014","CE TF AM AD","InsectaZooka","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5633,"EscapeRd-87","10/23/2014","CE BC AD","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5634,"EscapeRd-87","10/23/2014","CE BC AD","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5635,"EscapeRd-87","10/23/2014","CE BC AD","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5636,"EscapeRd-89","10/23/2014","CE BC AD","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5637,"EscapeRd-89","10/23/2014","CE BC AD","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5638,"EscapeRd-89","10/23/2014","CE BC AD","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5639,"EscapeRd-90","10/23/2014","CE BC AD","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5640,"EscapeRd-90","10/23/2014","CE BC AD","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5641,"EscapeRd-90","10/23/2014","CE BC AD","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5642,"EscapeRd-87","10/23/2014","CE BC AD","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5643,"EscapeRd-87","10/23/2014","CE BC AD","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5644,"EscapeRd-87","10/23/2014","CE BC AD","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5645,"EscapeRd-89","10/23/2014","CE BC AD","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5646,"EscapeRd-89","10/23/2014","CE BC AD","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5647,"EscapeRd-89","10/23/2014","CE BC AD","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5648,"EscapeRd-90","10/23/2014","CE BC AD","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5649,"EscapeRd-90","10/23/2014","CE BC AD","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5650,"EscapeRd-90","10/23/2014","CE BC AD","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5651,"EscapeRd-3802-2","10/24/2014","CE AD","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5652,"EscapeRd-3802-2","10/24/2014","CE AD","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5653,"EscapeRd-3802-2","10/24/2014","CE AD","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5654,"EscapeRd-3802-2","10/24/2014","CE AD","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5655,"EscapeRd-3802-2","10/24/2014","CE AD","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5656,"EscapeRd-3802-2","10/24/2014","CE AD","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5657,"EscapeRd-3802-6","10/24/2014","CE AD","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5658,"EscapeRd-3802-6","10/24/2014","CE AD","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5659,"EscapeRd-3802-6","10/24/2014","CE AD","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5660,"EscapeRd-3802-6","10/24/2014","CE AD","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5661,"EscapeRd-3802-6","10/24/2014","CE AD","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5662,"EscapeRd-3802-6","10/24/2014","CE AD","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5663,"EscapeRd-3802-4","10/24/2014","CE AD","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5664,"EscapeRd-3802-4","10/24/2014","CE AD","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5665,"EscapeRd-3802-4","10/24/2014","CE AD","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5666,"EscapeRd-3802-4","10/24/2014","CE AD","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5667,"EscapeRd-3802-4","10/24/2014","CE AD","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5668,"EscapeRd-3802-4","10/24/2014","CE AD","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5669,"Olaa-01","11/6/2014","CE BC","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5670,"Olaa-01","11/6/2014","CE BC","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5671,"Olaa-01","11/6/2014","CE BC","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5671,"Olaa-01","11/6/2014","CE BC","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5672,"Olaa-01","11/6/2014","CE BC","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5673,"Olaa-01","11/6/2014","CE BC","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5674,"Olaa-01","11/6/2014","CE BC","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5675,"Olaa-12","11/8/2014","CE TF","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5676,"Olaa-12","11/8/2014","CE TF","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5677,"Olaa-12","11/8/2014","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5678,"Olaa-12","11/8/2014","CE TF","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5679,"Olaa-12","11/8/2014","CE TF","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5680,"Olaa-12","11/8/2014","CE TF","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5681,"Olaa-03","11/6/2014","CE BC","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5682,"Olaa-03","11/6/2014","CE BC","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5683,"Olaa-03","11/6/2014","CE BC","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5684,"Olaa-03","11/6/2014","CE BC","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5685,"Olaa-03","11/6/2014","CE BC","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5686,"Olaa-03","11/6/2014","CE BC","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5687,"Olaa-06","11/8/2014","CE TF","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5688,"Olaa-06","11/8/2014","CE TF","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5689,"Olaa-06","11/8/2014","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5690,"Olaa-06","11/8/2014","CE TF","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5691,"Olaa-06","11/8/2014","CE TF","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5692,"Olaa-06","11/8/2014","CE TF","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5693,"Olaa-10","11/19/2014","CE TF","Malaise canopy UP","","","","","","","up","UHH",NA,"","added by Andy from Curtis' database"
5694,"Olaa-10","11/19/2014","CE TF","Malaise canopy DN","","","","","","","down","UHH",NA,"","added by Andy from Curtis' database"
5695,"Olaa-10","11/19/2014","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5696,"Olaa-10","11/19/2014","CE TF","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5697,"Olaa-10","11/19/2014","CE TF","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5698,"Olaa-10","11/19/2014","CE TF","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5699,"Olaa-02","11/6/2014","CE BC","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5700,"Olaa-02","11/6/2014","CE BC","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5701,"Olaa-02","11/6/2014","CE BC","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5702,"Olaa-02","11/6/2014","CE BC","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5703,"Olaa-02","11/6/2014","CE BC","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5704,"Olaa-02","11/6/2014","CE BC","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5705,"Olaa-12","11/19/2014","CE TF","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5705,"Olaa-12","11/19/2014","CE TF","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5706,"Olaa-12","11/19/2014","CE TF","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5707,"Olaa-12","11/19/2014","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5708,"Olaa-12","11/19/2014","CE TF","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5709,"Olaa-12","11/19/2014","CE TF","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5710,"Olaa-12","11/19/2014","CE TF","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5711,"Olaa-06","11/19/2014","CE TF","Malaise canopy UP","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5712,"Olaa-06","11/19/2014","CE TF","Malaise canopy DN","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5713,"Olaa-06","11/19/2014","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5714,"Olaa-06","11/19/2014","CE TF","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5715,"Olaa-06","11/19/2014","CE TF","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5716,"Olaa-06","11/19/2014","CE TF","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5717,"EscapeRd-3802-2","1/6/2015","CE TF","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5718,"EscapeRd-3802-2","1/6/2015","CE TF","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5719,"EscapeRd-3802-2","1/6/2015","CE TF","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5720,"EscapeRd-3802-6","1/6/2015","CE TF","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5721,"EscapeRd-3802-6","1/6/2015","CE TF","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5722,"EscapeRd-3802-6","1/6/2015","CE TF","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5723,"EscapeRd-3802-4","1/6/2015","CE TF","pitfall trap","","","","","","","B","UHH",NA,"","added by Andy from Curtis' database"
5724,"EscapeRd-3802-4","1/6/2015","CE TF","pitfall trap","","","","","","","D ","UHH",NA,"","added by Andy from Curtis' database"
5725,"EscapeRd-3802-4","1/6/2015","CE TF","pitfall trap","","","","","","","F","UHH",NA,"","added by Andy from Curtis' database"
5726,"EscapeRd-89","1/12/2015","ce","beating","green Dicranopteris linearis","90","2:00","2:45","","","","UHH",NA,"","added by Andy from Curtis' database"
5727,"EscapeRd-89","1/12/2015","tf","beating","green Dicranopteris linearis","90","2:00","2:45","","","","UHH",NA,"","added by Andy from Curtis' database"
5728,"EscapeRd-89","1/12/2015","ce","beating","brown Dicranopteris linearis","60","3:00","3:40","","","","UHH",NA,"","added by Andy from Curtis' database"
5729,"EscapeRd-89","1/12/2015","tf","beating","brown Dicranopteris linearis","120","3:00","4:15","","","","UHH",NA,"","added by Andy from Curtis' database"
5730,"EscapeRd-89","1/12/2015","ce","beating","Metrosideros polymorpha","30","3:45","4:00","","","","UHH",NA,"","added by Andy from Curtis' database"
5731,"EscapeRd-89","1/12/2015","ce","beating","green Dicranopteris linearis","30","4:00","4:15","","","","UHH",NA,"","added by Andy from Curtis' database"
5732,"Thurston-06","1/27/2015","CE","beating","green Cibotium","60","8:00","9:05","","","","UHH",NA,"","added by Andy from Curtis' database"
5733,"Thurston-06","1/27/2015","TF","beating","green Cibotium","60","8:00","9:15","","","","UHH",NA,"","added by Andy from Curtis' database"
5734,"Thurston-06","1/27/2015","CE","beating","Ilex anomola","60","9:15","9:40","","","","UHH",NA,"","added by Andy from Curtis' database"
5735,"Thurston-06","1/27/2015","TF","beating","Cheirodendron trigynum","60","9:30","10:05","","","","UHH",NA,"","added by Andy from Curtis' database"
5736,"Thurston-06","1/27/2015","CE","beating","Myrsine lessertia","60","10:00","10:25","","","","UHH",NA,"","added by Andy from Curtis' database"
5737,"Thurston-06","1/27/2015","CE","beating","brown Cibotium","30","10:40","11:05","","","","UHH",NA,"","added by Andy from Curtis' database"
5738,"Thurston-06","1/27/2015","TF","beating","brown Cibotium","30","10:30","11:05","","","","UHH",NA,"","added by Andy from Curtis' database"
5739,"Thurston-06","1/27/2015","TF","beating","Ilex anomola","30","11:30","11:50","","","","UHH",NA,"","added by Andy from Curtis' database"
5740,"Thurston-06","1/27/2015","CE","beating","Myrsine lessertia","30","11:30","11:50","","","","UHH",NA,"","added by Andy from Curtis' database"
5742,"Thurston-08","1/27/2015","CE","beating","green Cibotium","60","12:30","1:05","","","","UHH",NA,"","added by Andy from Curtis' database"
5742,"Thurston-08","1/27/2015","TF","beating","green Cibotium","60","12:30","1:10","","","","UHH",NA,"","added by Andy from Curtis' database"
5743,"Thurston-08","1/27/2015","CE","beating","brown Cibotium","30","1:30","2:40","","","","UHH",NA,"","added by Andy from Curtis' database"
5744,"Thurston-08","1/27/2015","TF","beating","brown Cibotium","30","1:30","2:40","","","","UHH",NA,"","added by Andy from Curtis' database"
5745,"Thurston-08","1/29/2015","CE","beating","Myrsine lessertia","60","8:00","8:35","","","","UHH",NA,"","added by Andy from Curtis' database"
5746,"Thurston-08","1/29/2015","TF","beating","Ilex anomola","60","8:00","8:50","","","","UHH",NA,"","added by Andy from Curtis' database"
5747,"Thurston-08","1/29/2015","CE","beating","Coprosma ochracea","60","9:00","9:25","","","","UHH",NA,"","added by Andy from Curtis' database"
5748,"Thurston-08","1/29/2015","TF","beating","Cheirodendron trigynum","60","9:00","9:30","","","","UHH",NA,"","added by Andy from Curtis' database"
5749,"Thurston-12","1/29/2015","CE","beating","Broussaisia arguta","60","10:15","10:50","","","","UHH",NA,"","added by Andy from Curtis' database"
5750,"Thurston-12","1/29/2015","TF","beating","Ilex anomola","60","10:15","10:50","","","","UHH",NA,"","added by Andy from Curtis' database"
5751,"Thurston-12","1/29/2015","CE","beating","Coprosma ochracea","30","11:10","11:35","","","","UHH",NA,"","added by Andy from Curtis' database"
5752,"Thurston-12","1/29/2015","TF","beating","Cheirodendron trigynum","60","11:00","12:00","","","","UHH",NA,"","added by Andy from Curtis' database"
5753,"Thurston-12","1/29/2015","AR","beating","Myrsine lessertia","30","12:30","1:10","","","","UHH",NA,"","added by Andy from Curtis' database"
5754,"Thurston-12","1/29/2015","TF","beating","green Cibotium","60","12:00","1:15","","","","UHH",NA,"","added by Andy from Curtis' database"
5755,"Thurston-12","1/29/2015","CE","beating","green Cibotium","60","12:25","1:25","","","","UHH",NA,"","added by Andy from Curtis' database"
5756,"EscapeRd-89","1/19/2015","CE TF","InsectaZooka","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5757,"EscapeRd-89","1/19/2015","CE TF","InsectaZooka","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5758,"EscapeRd-89","1/19/2015","CE TF","InsectaZooka","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5759,"EscapeRd-87","1/19/2015","CE TF","InsectaZooka","","","","","","","A","UHH",NA,"","added by Andy from Curtis' database"
5760,"EscapeRd-87","1/19/2015","CE TF","InsectaZooka","","","","","","","C","UHH",NA,"","added by Andy from Curtis' database"
5761,"EscapeRd-87","1/19/2015","CE TF","InsectaZooka","","","","","","","E","UHH",NA,"","added by Andy from Curtis' database"
5762,"EscapeRd-87","1/19/2015","CE","beating","Metrosideros polymorpha","60","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5763,"EscapeRd-87","1/19/2015","CE","beating","green Dicranopteris linearis","120","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5764,"EscapeRd-87","1/19/2015","CE","beating","brown Dicranopteris linearis","60","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5765,"EscapeRd-87","1/19/2015","TF","beating","green Dicranopteris linearis","120","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5766,"EscapeRd-87","1/19/2015","TF","beating","brown Dicranopteris linearis","60","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5767,"EscapeRd-90","1/19/2015","CE","beating","Ilex anomola","60","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5768,"EscapeRd-90","1/19/2015","CE","beating","green Dicranopteris linearis","120","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5769,"EscapeRd-90","1/19/2015","CE","beating","brown Dicranopteris linearis","60","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5770,"EscapeRd-90","1/19/2015","TF","beating","green Dicranopteris linearis","180","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5771,"EscapeRd-3802-4","1/20/2015","CE","beating","Coprosma menzesii","60","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5772,"EscapeRd-3802-4","1/20/2015","CE","beating","Pipturus albidus","60","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5773,"EscapeRd-3802-4","1/20/2015","TF","beating","green Dicranopteris linearis","180","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5774,"EscapeRd-3802-4","1/20/2015","CE","beating","Metrosideros polymorpha","60","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5775,"EscapeRd-3802-4","1/20/2015","CE","beating","brown Dicranopteris linearis","30","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5776,"EscapeRd-3802-4","1/20/2015","TF","beating","brown Dicranopteris linearis","30","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5777,"EscapeRd-3802-6","1/20/2015","CE","beating","green Dicranopteris linearis","150","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5778,"EscapeRd-3802-6","1/20/2015","TF","beating","green Dicranopteris linearis","120","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5779,"EscapeRd-3802-6","1/20/2015","TF","beating","brown Dicranopteris linearis","60","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5780,"EscapeRd-3802-6","1/20/2015","TF","beating","Coprosma menzesii","30","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5781,"EscapeRd-3802-6","1/20/2015","CE","beating","Pipturus albidus","60","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5782,"1973 flow-110","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5783,"1973 flow-110","1/15/2015","CE TF","pitfall trap","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5784,"1973 flow-110","1/15/2015","CE TF","pitfall trap","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5785,"1973 flow-110","1/15/2015","CE TF","pitfall trap","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5786,"1973 flow-109","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5787,"1973 flow-109","1/15/2015","CE TF","pitfall trap","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5788,"1973 flow-109","1/15/2015","CE TF","pitfall trap","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5789,"1973 flow-109","1/15/2015","CE TF","pitfall trap","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5790,"1973 flow-107","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5791,"1973 flow-107","1/15/2015","CE TF","pitfall trap","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5792,"1973 flow-107","1/15/2015","CE TF","pitfall trap","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5793,"1973 flow-107","1/15/2015","CE TF","pitfall trap","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
5794,"1973 flow-81","1/15/2015","CE TF","Malaise ground","","","","","","","","UHH",NA,"","added by Andy from Curtis' database"
