"","HDIM","Checked","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaiseHeight..ft.","PitFallSlice","Whereabouts","SamplingRound","NoOfVials","Comments","X"
"2190",5478,1,"KohalaYng_04","9/18/14","CE TF AD","InsectaZooka","","","","","","","C","Wellman 220",NA,"","already sorted",""
"2191",5479,1,"kohalaYng_04","9/18/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","Wellman 220",1,"","added by Andy from Curtis' database, already sorted",""
"2192",5480,NA,"kohalaYng_04","9/18/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2193",5480,NA,"KohalaYng_04","9/18/14","CE TF AD","pitfall trap","","","","","","","B","",NA,"","",""
"2194",5481,NA,"kohalaYng_04","9/18/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2195",5481,NA,"KohalaYng_04","9/18/14","CE TF AD","pitfall trap","","","","","","","D","",NA,"","",""
"2196",5482,NA,"kohalaYng_04","9/18/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2197",5482,NA,"KohalaYng_04","9/18/14","CE TF AD","pitfall trap","","","","","","","F","",NA,"","",""
"2198",5483,NA,"kohalaYng_10","9/18/14","A. DeMarco, C. Ewing","beating","green Cibotium","120","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2199",5483,NA,"KohalaYng_10a","9/18/14","CE AD","beating-sheet","green Cibotium","120","","","","","","",NA,"","",""
"2200",5484,NA,"kohalaYng_10","9/18/14","A. DeMarco, C. Ewing","beating","brown Cibotium","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2201",5484,NA,"KohalaYng_10a","9/18/14","CE AD","beating-sheet","brown Cibotium","60","","","","","","",NA,"","",""
"2202",5485,NA,"kohalaYng_10","9/18/14","A. DeMarco","beating","Melicope clusiifolia","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2203",5485,NA,"KohalaYng_10a","9/18/14","AD","beating-sheet","MelIcope clusiifolia","60","","","","","","",NA,"","",""
"2204",5486,NA,"kohalaYng_10","9/18/14","C. Ewing","beating","Myrsine sandwicensis","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2205",5486,NA,"KohalaYng_10a","9/18/14","CE","beating-sheet","Myrsine sandwicensis","60","","","","","","",NA,"","",""
"2206",5487,NA,"kohalaYng_10","9/18/14","A. DeMarco","beating","Vaccinium","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2207",5487,NA,"KohalaYng_10a","9/18/14","AD","beating-sheet","Vaccinium calycinum","60","","","","","","",NA,"","",""
"2208",5488,NA,"kohalaYng_10","9/18/14","C. Ewing","beating","Metrosideros polymorpha","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2209",5488,NA,"KohalaYng_10a","9/18/14","CE","beating-sheet","Metrosideros polymorpha","60","","","","","","",NA,"","",""
"2210",5489,NA,"kohalaYng_10","9/18/14","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman 220",1,"","added by Andy from Curtis' database",""
"2211",5489,NA,"KohalaYng_10a","9/18/14","CE TF AD","Malaise ground","","","","","","","","",NA,"","",""
"2212",5490,NA,"kohalaYng_10","9/18/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2213",5490,NA,"KohalaYng_10a","9/18/14","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2214",5491,NA,"kohalaYng_10","9/18/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2215",5491,NA,"KohalaYng_10a","9/18/14","CE TF AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2216",5492,NA,"kohalaYng_10","9/18/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2217",5492,NA,"KohalaYng_10a","9/18/14","CE TF AD","InsectaZooka","","","","","","","A","",NA,"","",""
"2218",5493,NA,"kohalaYng_10","9/18/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2219",5493,NA,"KohalaYng_10a","9/18/14","CE TF AD","InsectaZooka","","","","","","","C","",NA,"","",""
"2220",5494,NA,"kohalaYng_10","9/18/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2221",5494,NA,"KohalaYng_10a","9/18/14","CE TF AD","InsectaZooka","","","","","","","E","",NA,"","",""
"2222",5495,NA,"kohalaYng_10","9/18/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2223",5495,NA,"KohalaYng_10a","9/18/14","CE TF AD","pitfall trap","","","","","","","B","",NA,"","",""
"2224",5496,NA,"kohalaYng_10","9/18/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2225",5496,NA,"KohalaYng_10a","9/18/14","CE TF AD","pitfall trap","","","","","","","D","",NA,"","",""
"2226",5497,NA,"kohalaYng_10","9/18/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2227",5497,NA,"KohalaYng_10a","9/18/14","CE TF AD","pitfall trap","","","","","","","F","",NA,"","",""
"2228",5498,NA,"kohalaYng_03","9/18/14","A. DeMarco, C. Ewing","beating","green Cibotium","120","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2229",5498,NA,"KohalaYng_03","9/18/14","CE AD","beating-sheet","green Cibotium","120","","","","","","",NA,"","",""
"2230",5499,NA,"kohalaYng_03","9/18/14","A. DeMarco, C. Ewing","beating","brown Cibotium","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2231",5499,NA,"KohalaYng_03","9/18/14","CE AD","beating-sheet","brown Cibotium","60","","","","","","",NA,"","",""
"2232",5500,NA,"kohalaYng_03","9/18/14","A. DeMarco","beating","Vaccinium","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2233",5500,NA,"KohalaYng_03","9/18/14","AD","beating-sheet","Vaccinium calycinum","60","","","","","","",NA,"","",""
"2234",5501,NA,"kohalaYng_03","9/18/14","A. DeMarco","beating","Melicope clusiifolia","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2235",5501,NA,"KohalaYng_03","9/18/14","AD","beating-sheet","Melicope clusiifolia","60","","","","","","",NA,"","",""
"2236",5502,NA,"kohalaYng_03","9/18/14","C. Ewing","beating","Myrsine sandwicensis","60","","","","","","Wellman 220",1,"","added by Andy from Curtis' database, already sorted",""
"2237",5503,NA,"kohalaYng_03","9/18/14","C. Ewing","beating","Metrosideros polymorpha","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2238",5503,NA,"KohalaYng_03","9/18/14","CE","beating-sheet","Metrosideros polymorpha","60","","","","","","",NA,"","",""
"2239",5504,NA,"kohalaYng_03","9/18/14","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman 220",1,"","added by Andy from Curtis' database",""
"2240",5504,NA,"KohalaYng_03","9/18/14","CE TF AD","Malaise ground","","","","","","","","",NA,"","",""
"2241",5505,NA,"kohalaYng_03","9/18/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2242",5505,NA,"KohalaYng_03","9/18/14","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2243",5506,NA,"kohalaYng_03","9/18/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2244",5506,NA,"KohalaYng_03","9/18/14","CE TF AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2245",5507,NA,"kohalaYng_03","9/18/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2246",5507,NA,"KohalaYng_03","9/18/14","CE TF AD","InsectaZooka","","","","","","","A","",NA,"","",""
"2247",5508,NA,"kohalaYng_03","9/18/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","Wellman 220",1,"","added by Andy from Curtis' database, already sorted",""
"2248",5509,NA,"kohalaYng_03","9/18/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2249",5509,NA,"KohalaYng_03","9/18/14","CE TF AD","InsectaZooka","","","","","","","E","",NA,"","",""
"2250",5510,NA,"kohalaYng_03","9/18/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2251",5510,NA,"KohalaYng_03","9/18/14","CE TF AD","pitfall trap","","","","","","","B","",NA,"","",""
"2252",5511,NA,"kohalaYng_03","9/18/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2253",5511,NA,"KohalaYng_03","9/18/14","CE TF AD","pitfall trap","","","","","","","D","",NA,"","",""
"2254",5512,NA,"kohalaYng_03","9/18/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2255",5512,NA,"KohalaYng_03","9/18/14","CE TF AD","pitfall trap","","","","","","","F","",NA,"","",""
"2256",5513,NA,"kohalaOld_06","9/19/14","A. DeMarco, C. Ewing","beating","green Cibotium","120","08:30","09:00","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2257",5513,NA,"KohalaOld_KOP06a","9/19/14","CE AD","beating-sheet","green Cibotium","120","08:30","09:00","","","","",NA,"","#ERROR!",""
"2258",5514,NA,"kohalaOld_06","9/19/14","A. DeMarco, C. Ewing","beating","brown Cibotium","60","09:00","09:45","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2259",5514,NA,"KohalaOld_KOP06a","9/19/14","CE AD","beating-sheet","brown Cibotium","60","09:00","09:45","","","","",NA,"","",""
"2260",5515,NA,"kohalaOld_06","9/19/14","A. DeMarco","beating","Melicope clusiifolia","60","10:00","10:20","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2261",5515,NA,"KohalaOld_KOP06a","9/19/14","AD","beating-sheet","Melicope clusiifolia","60","10:00","10:20","","","","",NA,"","#ERROR!",""
"2262",5516,NA,"kohalaOld_06","9/19/14","C. Ewing","beating","Myrsine sandwicensis","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2263",5516,NA,"KohalaOld_KOP06a","9/19/14","CE","beating-sheet","Myrsine sandwicensis","60","","","","","","",NA,"","",""
"2264",5517,NA,"kohalaOld_06","9/19/14","C. Ewing","beating","Metrosideros polymorpha","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2265",5517,NA,"KohalaOld_KOP06a","9/19/14","CE","beating-sheet","Metrosideros polymorpha","60","","","","","","",NA,"","",""
"2266",5518,NA,"kohalaOld_06","9/19/14","A. DeMarco","beating","Vaccinium","60","10:20","11:00","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2267",5518,NA,"KohalaOld_KOP06a","9/19/14","AD","beating-sheet","Vaccinium calycinum","60","10:20","11:00","","","","",NA,"","",""
"2268",5519,NA,"kohalaOld_06","9/19/14","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman 220",1,"","added by Andy from Curtis' database",""
"2269",5519,NA,"KohalaOld_KOP06a","9/19/14","CE TF AD","Malaise ground","","","","","","","","",NA,"","",""
"2270",5520,NA,"kohalaOld_06","9/19/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2271",5520,NA,"KohalaOld_KOP06a","9/19/14","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2272",5521,NA,"kohalaOld_06","9/19/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2273",5521,NA,"KohalaOld_KOP06a","9/19/14","CE TF AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2274",5522,NA,"kohalaOld_06","9/19/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2275",5522,NA,"KohalaOld_KOP06a","9/19/14","CE TF AD","InsectaZooka","","","","","","","A","",NA,"","",""
"2276",5523,NA,"kohalaOld_06","9/19/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2277",5523,NA,"KohalaOld_KOP06a","9/19/14","CE TF AD","InsectaZooka","","","","","","","C","",NA,"","",""
"2278",5524,NA,"kohalaOld_06","9/19/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2279",5524,NA,"KohalaOld_KOP06a","9/19/14","CE TF AD","InsectaZooka","","","","","","","E","",NA,"","",""
"2280",5525,NA,"kohalaOld_06","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2281",5525,NA,"KohalaOld_KOP06a","9/19/14","CE TF AD","pitfall trap","","","","","","","B","",NA,"","",""
"2282",5526,NA,"kohalaOld_06","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2283",5526,NA,"KohalaOld_KOP06a","9/19/14","CE TF AD","pitfall trap","","","","","","","D","",NA,"","",""
"2284",5527,NA,"kohalaOld_06","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2285",5527,NA,"KohalaOld_KOP06a","9/19/14","CE TF AD","pitfall trap","","","","","","","F","",NA,"","",""
"2286",5528,NA,"kohalaOld_03","9/19/14","A. DeMarco, C. Ewing","beating","green Cibotium","120","12:30","01:00","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2287",5528,NA,"KohalaOld_KOP03","9/19/14","CE AD","beating-sheet","green Cibotium","120","12:30","01:00","","","","",NA,"","#ERROR!",""
"2288",5529,NA,"kohalaOld_03","9/19/14","A. DeMarco, C. Ewing","beating","brown Cibotium","60","01:00","01:45","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2289",5529,NA,"KohalaOld_KOP03","9/19/14","CE AD","beating-sheet","brown Cibotium","60","01:00","01:45","","","","",NA,"","",""
"2290",5530,NA,"kohalaOld_03","9/19/14","A. DeMarco","beating","Melicope clusiifolia","60","01:45","02:15","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2291",5530,NA,"KohalaOld_KOP03","9/19/14","AD","beating-sheet","Melicope clusiifolia","60","01:45","02:15","","","","",NA,"","",""
"2292",5531,NA,"kohalaOld_03","9/19/14","A. DeMarco","beating","Vaccinium","60","02:15","02:45","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2293",5531,NA,"KohalaOld_KOP03","9/19/14","AD","beating-sheet","Vaccinium calycinum","60","02:15","02:45","","","","",NA,"","",""
"2294",5532,NA,"kohalaOld_03","9/19/14","C. Ewing","beating","Myrsine sandwicensis","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2295",5532,NA,"KohalaOld_KOP03","9/19/14","CE","beating-sheet","Myrsine sandwicensis","60","","","","","","",NA,"","",""
"2296",5533,NA,"kohalaOld_03","9/19/14","C. Ewing","beating","Metrosideros polymorpha","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2297",5533,NA,"KohalaOld_KOP03","9/19/14","CE","beating-sheet","Metrosideros polymorpha","60","","","","","","",NA,"","",""
"2298",5534,NA,"kohalaOld_03","9/19/14","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman 220",1,"","added by Andy from Curtis' database",""
"2299",5534,NA,"KohalaOld_KOP03","9/19/14","CE TF AD","Malaise ground","","","","","","","","",NA,"","",""
"2300",5535,NA,"kohalaOld_03","9/19/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2301",5535,NA,"KohalaOld_KOP03","9/19/14","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2302",5536,NA,"kohalaOld_03","9/19/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2303",5536,NA,"KohalaOld_KOP03","9/19/14","CE TF AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2304",5537,NA,"kohalaOld_03","9/19/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2305",5537,NA,"KohalaOld_KOP03","9/19/14","CE TF AD","InsectaZooka","","","","","","","A","",NA,"","",""
"2306",5538,NA,"kohalaOld_03","9/19/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2307",5538,NA,"KohalaOld_KOP03","9/19/14","CE TF AD","InsectaZooka","","","","","","","C","",NA,"","",""
"2308",5539,NA,"kohalaOld_03","9/19/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2309",5539,NA,"KohalaOld_KOP03","9/19/14","CE TF AD","InsectaZooka","","","","","","","E","",NA,"","",""
"2310",5540,NA,"kohalaOld_03","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2311",5540,NA,"KohalaOld_KOP03","9/19/14","CE TF AD","pitfall trap","","","","","","","B","",NA,"","",""
"2312",5541,NA,"kohalaOld_03","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2313",5541,NA,"KohalaOld_KOP03","9/19/14","CE TF AD","pitfall trap","","","","","","","D","",NA,"","",""
"2314",5542,NA,"kohalaOld_03","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2315",5542,NA,"KohalaOld_KOP03","9/19/14","CE TF AD","pitfall trap","","","","","","","F","",NA,"","",""
"2316",5543,NA,"kohalaOld_01","9/19/14","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman 220",1,"","added by Andy from Curtis' database",""
"2317",5543,NA,"KohalaOld_KOP01","9/19/14","CE TF AD","Malaise ground","","","","","","","","",NA,"","",""
"2318",5544,NA,"kohalaOld_01","9/19/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2319",5544,NA,"KohalaOld_KOP01","9/19/14","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2320",5545,NA,"kohalaOld_01","9/19/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2321",5545,NA,"KohalaOld_KOP01","9/19/14","CE TF AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2322",5546,1,"kohalaOld_01","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","Wellman 220",1,"","added by Andy from Curtis' database, already sorted",""
"2323",5547,NA,"kohalaOld_01","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2324",5547,NA,"KohalaOld_KOP01","9/19/14","CE TF AD","pitfall trap","","","","","","","D","",NA,"","",""
"2325",5548,NA,"kohalaOld_01","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2326",5548,NA,"KohalaOld_KOP01","9/19/14","CE TF AD","pitfall trap","","","","","","","F","",NA,"","",""
"2327",5549,NA,"kohalaOld_05","9/19/14","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","Wellman 220",1,"","added by Andy from Curtis' database",""
"2328",5549,NA,"KohalaOld_KOP05","9/19/14","CE TF AD","Malaise ground","","","","","","","","",NA,"","",""
"2329",5550,NA,"kohalaOld_05","9/19/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","UMD",1,"","added by Andy from Curtis' database",""
"2330",5550,NA,"KohalaOld_KOP05","9/19/14","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2331",5551,NA,"kohalaOld_05","9/19/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2332",5551,NA,"KohalaOld_KOP05","9/19/14","CE TF AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2333",5552,NA,"kohalaOld_05","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2334",5552,NA,"KohalaOld_KOP05","9/19/14","CE TF AD","pitfall trap","","","","","","","B","",NA,"","",""
"2335",5553,NA,"kohalaOld_05","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2336",5553,NA,"KohalaOld_KOP05","9/19/14","CE TF AD","pitfall trap","","","","","","","D","",NA,"","",""
"2337",5554,NA,"kohalaOld_05","9/19/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2338",5554,NA,"KohalaOld_KOP05","9/19/14","CE TF AD","pitfall trap","","","","","","","F","",NA,"","",""
"2339",5555,NA,"kohalaOld_08","9/20/14","A. DeMarco, C. Ewing","beating","green Cibotium","180","08:10","10:10","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2340",5555,NA,"KohalaOld_KOP08","9/20/14","CE AD","beating-sheet","green Cibotium","180","08:10","8:40 and 9:30","","","","",NA,"","",""
"2341",5556,NA,"kohalaOld_08","9/20/14","A. DeMarco, C. Ewing","beating","brown Cibotium","60","08:40","09:00","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2342",5556,NA,"KohalaOld_KOP08","9/20/14","CE AD","beating-sheet","brown Cibotium","60","08:40","09:00","","","","",NA,"","",""
"2343",5557,NA,"kohalaOld_08","9/20/14","C. Ewing","beating","Broussaisia arguta","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2344",5557,NA,"KohalaOld_KOP08","9/20/14","CE","beating-sheet","Broussaisia arguta","60","","","","","","",NA,"","",""
"2345",5558,NA,"kohalaOld_08","9/20/14","A. DeMarco","beating","Melicope clusiifolia","60","09:00","09:30","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2346",5558,NA,"KohalaOld_KOP08","9/20/14","AD","beating-sheet","Melicope clusiifolia","60","09:00","09:30","","","","",NA,"","",""
"2347",5560,NA,"kohalaOld_08","9/20/14","C. Ewing","beating","Myrsine sandwicensis","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2348",5560,NA,"KohalaOld_KOP08","9/20/14","CE","beating-sheet","Myrsine sandwicensis","60","","","","","","",NA,"","",""
"2349",5561,NA,"kohalaOld_08","9/20/14","C. Ewing, T. Fezza, A. DeMarco","ground malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2350",5561,NA,"KohalaOld_KOP08","9/20/14","CE TF AD","Malaise ground","","","","","","","","",NA,"","",""
"2351",5562,NA,"kohalaOld_08","9/20/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2352",5562,NA,"KohalaOld_KOP08","9/20/14","CE TF AD","Malaise canopy UP","","","","","","","","",NA,"","",""
"2353",5563,NA,"kohalaOld_08","9/20/14","C. Ewing, T. Fezza, A. DeMarco","canopy malaise","","","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2354",5563,NA,"KohalaOld_KOP08","9/20/14","CE TF AD","Malaise Canopy DN","","","","","","","","",NA,"","",""
"2355",5564,NA,"kohalaOld_08","9/20/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","A","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2356",5564,NA,"KohalaOld_KOP08","9/20/14","CE TF AD","InsectaZooka","","","","","","","A","",NA,"","",""
"2357",5565,NA,"kohalaOld_08","9/20/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","C","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2358",5565,NA,"KohalaOld_KOP08","9/20/14","CE TF AD","InsectaZooka","","","","","","","C","",NA,"","",""
"2359",5566,NA,"kohalaOld_08","9/20/14","C. Ewing, T. Fezza, A. DeMarco","InsectaZooka","","","","","","","E","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2360",5566,NA,"KohalaOld_KOP08","9/20/14","CE TF AD","InsectaZooka","","","","","","","E","",NA,"","",""
"2361",5567,NA,"kohalaOld_08","9/20/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","B","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2362",5567,NA,"KohalaOld_KOP08","9/20/14","CE TF AD","pitfall trap","","","","","","","B","",NA,"","",""
"2363",5568,NA,"kohalaOld_08","9/20/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","D","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2364",5568,NA,"KohalaOld_KOP08","9/20/14","CE TF AD","pitfall trap","","","","","","","D","",NA,"","",""
"2365",5569,NA,"kohalaOld_08","9/20/14","C. Ewing, T. Fezza, A. DeMarco","pitfall","","","","","","","F","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2366",5569,NA,"KohalaOld_KOP08","9/20/14","CE TF AD","pitfall trap","","","","","","","F","",NA,"","",""
"2367",5570,NA,"kohalaOld_07","9/20/14","A. DeMarco, C. Ewing","beating","green Cibotium","120","11:45","12:20","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2368",5570,NA,"KohalaOld_KOP07","9/20/14","CE AD","beating-sheet","green Cibotium","120","11:45","12:20","","","","",NA,"","",""
"2369",5571,NA,"kohalaOld_07","9/20/14","A. DeMarco, C. Ewing","beating","brown Cibotium","60","12:20","01:00","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2370",5571,NA,"KohalaOld_KOP07","9/20/14","CE AD","beating-sheet","brown Cibotium","60","12:20","01:00","","","","",NA,"","",""
"2371",5572,NA,"kohalaOld_07","9/20/14","C. Ewing","beating","Myrsine sandwicensis","60","","","","","","NEED TO FIND",1,"","added by Andy from Curtis' database",""
"2372",5572,NA,"KohalaOld_KOP07","9/20/14","CE","beating-sheet","Myrsine sandwicensis","60","","","","","","",NA,"","",""
